pmid,keywords,used_query,rank,result_protocol_id,result_title,is_confirmed_target
38388166,poultry metagenomics Klebsiella,poultry,1,316287,Protocol  for collection of various environmental sample types  for screening  of Influenza A viruses,False
38388166,poultry metagenomics Klebsiella,poultry,2,9352,Metagenomic Analysis of Microbial profile of Guinea Fowls and Chickens,False
38388166,poultry metagenomics Klebsiella,poultry,3,11183,Poultry Enterprise Environmental Sample Handling and Processing for Salmonella Spp. Detection,False
38388166,poultry metagenomics Klebsiella,poultry,4,11186,Poultry Enterprise Environmental Sample Microbiological Testing for Salmonella spp.,False
38388166,poultry metagenomics Klebsiella,poultry,5,11193,Poultry Enterprise Environmental Sampling Methodology for Salmonella spp. Detection,False
38388166,poultry metagenomics Klebsiella,poultry,6,19791,Lymphocyte proliferation in poultry species,False
38388166,poultry metagenomics Klebsiella,poultry,7,84175,Optimized conditions for whole genome sequencing of avian reoviruses.,False
38388166,poultry metagenomics Klebsiella,poultry,8,100540,Detection of avian Influenza Virus H5N1 with a Real time PCR kit,False
38388166,poultry metagenomics Klebsiella,poultry,9,103796,Optimized RT-PCR Protocols for Whole Genome Amplification of Influenza A Virus for NGS,False
38388166,poultry metagenomics Klebsiella,poultry,10,110623,Quantitative Controls for Environmental and Agricultural Surveillance of Extended-Spectrum Beta-Lactamase Producing Escherichia coli,False
37829276,single specimen genome assembly,single specimen,1,1994,An. gambiae complex species identification by PCR,False
37829276,single specimen genome assembly,single specimen,2,90635,Ultra low input library preparation of single soil invertebrate specimens for Hifi PacBio sequencing,False
30268511,mammosphere assay breast,mammosphere,1,121476,Tumorsphere Passage for Breast Cancer Stem Cells,True
40872802,bacteriophage Pseudomonas therapy,bacteriophage,1,322664,Isolation of bacteriophage genomic DNA using the Beckman Coulter GenFind V3 Genomic DNA Extraction Kit,False
40872802,bacteriophage Pseudomonas therapy,bacteriophage,2,235876,Single-step monolithic chromatography for Pseudomonas aeruginosa phages purification,False
40872802,bacteriophage Pseudomonas therapy,bacteriophage,3,320823,Genome Editing and Synthetic Biology for Climate-Resilient Crop Disease Management and Antimicrobial Resistance Mitigation: A One Health Scoping Review Protocol,False
40872802,bacteriophage Pseudomonas therapy,bacteriophage,4,1166,FASP Kit Protocol-ORNL Developed for Bacteriophage,False
40872802,bacteriophage Pseudomonas therapy,bacteriophage,5,1193,Urea/SDS Solution,False
40872802,bacteriophage Pseudomonas therapy,bacteriophage,6,1194,Urea Solution,False
40872802,bacteriophage Pseudomonas therapy,bacteriophage,7,1195,Iodoacetamide Solution,False
40872802,bacteriophage Pseudomonas therapy,bacteriophage,8,1196,Digestion Solution,False
40872802,bacteriophage Pseudomonas therapy,bacteriophage,9,1475,Viruses from Sulfolobus and close relatives,False
40872802,bacteriophage Pseudomonas therapy,bacteriophage,10,1491,Bacteriophage isolation using enrichment cultures,False
35438621,fungal DNA extraction long-read,fungal DNA extraction,1,322421,Historic fungal museum specimen DNA recovery: a modified E.Z.N.A.® HP Plant & Fungal DNA Kit protocol for herbarium fungi,False
35438621,fungal DNA extraction long-read,fungal DNA extraction,2,3718,Quick Fungal DNA Extraction ,False
35438621,fungal DNA extraction long-read,fungal DNA extraction,3,51665,Quick Fungal DNA extraction from colonies on plates,False
35438621,fungal DNA extraction long-read,fungal DNA extraction,4,33575,Plant and fungal DNA extraction using a QIAGEN QIAxtractor,False
35438621,fungal DNA extraction long-read,fungal DNA extraction,5,55943,Fungal DNA extraction for  Nanopore sequencing,False
35438621,fungal DNA extraction long-read,fungal DNA extraction,6,76750,Extraction of Yeast High-Molecular-Weight Genomic DNA ,False
35438621,fungal DNA extraction long-read,fungal DNA extraction,7,86920,General Fungal DNA Extraction,False
35438621,fungal DNA extraction long-read,fungal DNA extraction,8,96788,Endophytic fungal DNA extraction from seeds using Qiagen DNeasy Plant Mini,False
35438621,fungal DNA extraction long-read,fungal DNA extraction,9,101404,Bacterial and fungal DNA extraction protocol for long-read whole genome sequencing,False
35438621,fungal DNA extraction long-read,fungal DNA extraction,10,119303,Optimized CTAB DNA extraction for different tissues,False
28607482,primordial germ cell specification,primordial germ cell,1,121615,Ultra-low-input native ChIP-seq for rare cell populations,False
28607482,primordial germ cell specification,primordial germ cell,2,121806,Oocyte production from mouse pluripotent stem cells in culture,False
28607482,primordial germ cell specification,primordial germ cell,3,121900,Simulating gastrulation development and germ cell fate in vitro using human and monkey pluripotent stem cells,True
28607482,primordial germ cell specification,primordial germ cell,4,122204,"Protocol for controlled modeling of human epiblast and amnion development using stem cells
",False
28607482,primordial germ cell specification,primordial germ cell,5,122459,"Production of Clone-like Chicken by Primordial Germ Cells Induced From Somatic Cells
",False
29641611,nature-based coastal adaptation,nature-based,1,243794,Nature-based play therapy: A protocol for a scoping review,False
30625152,genome scale model Staphylococcus,genome scale,1,14903,"Protocols for chromosome-level genome assembly of the spotted sea bass, Lateolabrax maculatus",False
30625152,genome scale model Staphylococcus,genome scale,2,93708,CompDuplex: Accurate detection of somatic mutations by duplex-seq with comprehensive genome coverage,False
36329019,fluorescence calibration microplate,fluorescence calibration,1,319210,Cross-Calibration: Assignment of instrument-specific fluorescence standard units to multi-peak rainbow beads,False
36329019,fluorescence calibration microplate,fluorescence calibration,2,22982,iGEM Calibration Protocol - Flow Cytometry Cell Size,False
36329019,fluorescence calibration microplate,fluorescence calibration,3,26020,iGEM Calibration Protocol - Flow Cytometry Cell Size,False
36329019,fluorescence calibration microplate,fluorescence calibration,4,27409,Calibration Protocol - Plate Reader Fluorescence Calibration,False
36329019,fluorescence calibration microplate,fluorescence calibration,5,38552,FCMPASS - Fluorescence calibration,False
36329019,fluorescence calibration microplate,fluorescence calibration,6,44594,Small-Volume Flow Cytometry-Based Multiplex Analysis of the Activity of Small GTPases,False
36329019,fluorescence calibration microplate,fluorescence calibration,7,44624,3.1 Synthesis of Glutathione Beads,False
36329019,fluorescence calibration microplate,fluorescence calibration,8,44625,3.2 Production of a Cleared Cell Lysate,False
36329019,fluorescence calibration microplate,fluorescence calibration,9,44626,3.3 Molecular Assembly of GST Effector Proteins on Glutathione Beads,False
36329019,fluorescence calibration microplate,fluorescence calibration,10,44627,3.4 Assay Runtime,False
42007381,acute lung injury mouse model,acute lung injury,1,8166,"LPS-induce acute lung injury (LPS nebulization, mice)",False
42007381,acute lung injury mouse model,acute lung injury,2,10627,Size matters: an observational study investigating estimated height as a reference size for calculating tidal volumes if low tidal volume ventilation is required,False
42007381,acute lung injury mouse model,acute lung injury,3,47603,The impact of patient-ventilator asynchrony in adult mechanically ventilated patients on outcomes：A systematic review and meta-analysis,False
40163522,plant hybridization genomics,plant hybridization,1,81174,PHYTOMap in Arabidopsis root tips,False
35711922,circular DNA long-read sequencing,circular DNA,1,319038,Generation of circVDJ-seq libraries from 3’-barcoded cDNA,False
35711922,circular DNA long-read sequencing,circular DNA,2,2342,RNA extraction using the 'home-made' Trizol substitute,False
35711922,circular DNA long-read sequencing,circular DNA,3,27980,Yeast transformation,False
35711922,circular DNA long-read sequencing,circular DNA,4,37343,Targeted ExSeq -- Sequencing Library Preparation,False
35711922,circular DNA long-read sequencing,circular DNA,5,54093,OriCiro® Cell-Free Cloning System/PASS V4.1.2,False
35711922,circular DNA long-read sequencing,circular DNA,6,122089,Purification and Sequencing of Large Circular DNA from Human Cells,True
35711922,circular DNA long-read sequencing,circular DNA,7,122501,"Rolling circle amplification with electrochemical detection assay for SARS-CoV-2 
",False
35711922,circular DNA long-read sequencing,circular DNA,8,122666,"Ligation and supercoiling of plasmids containing single strand interruptions
",False
35711922,circular DNA long-read sequencing,circular DNA,9,122913,"scEC&T-seq: a method for parallel sequencing of extrachromosomal circular DNAs and transcriptomes in single human cells
",False
35711922,circular DNA long-read sequencing,circular DNA,10,123007,"scCircle-seq unveils the diversity and complexity of circular DNAs in single cells
",False
30052755,nanopore sequencing quality control,nanopore sequencing,1,108579,Custom Indexing for Nanopore Sequencing Platform,False
30052755,nanopore sequencing quality control,nanopore sequencing,2,321639,Whole-Genome Sequencing of Escherichia coli Using Oxford Nanopore Technology,False
30052755,nanopore sequencing quality control,nanopore sequencing,3,315450,DDNS Data analysis and quality control checks ,False
30052755,nanopore sequencing quality control,nanopore sequencing,4,319898,Whole-Genome Nanopore Sequencing of Bacterial gDNA,False
30052755,nanopore sequencing quality control,nanopore sequencing,5,319843,Determination of gRNA Efficiency In Vivo,False
30052755,nanopore sequencing quality control,nanopore sequencing,6,316939,Ultra-long  DNA Extraction for UMI-Tagged rRNA Operon Amplification Nanopore sequencing,False
30052755,nanopore sequencing quality control,nanopore sequencing,7,316554,Direct Detection of poliovirus and Nanopore Sequencing (DDNS) - Environmental Samples,False
30052755,nanopore sequencing quality control,nanopore sequencing,8,123614,Processing human brain tissue and cultured cells for population-scale SQK-PCS114 Oxford Nanopore long-read cDNA-PCR sequencing SOP ,False
30052755,nanopore sequencing quality control,nanopore sequencing,9,4757,SQK-MAP006 protocol for library preparation for Nanopore sequencing,False
30052755,nanopore sequencing quality control,nanopore sequencing,10,10365,Low input long-read DNA isolation  for Nanopore sequencing,False
